"alarm","date","activity","happy","content","relaxed","horny"
2021-10-17T12:15,2021-10-17T12:15,"",52,54,49,
2021-10-17T13:22,2021-10-17T13:22,"",,,,
2021-10-17T13:22,2021-10-17T13:22,"",51,52,51,
2021-10-17T13:54,2021-10-17T13:54,"",,,,
2021-10-17T14:55,2021-10-17T14:55,"",52,53,49,
2021-10-18T19:02,2021-10-18T19:02,"",51,47,52,
2021-10-18T19:19,2021-10-18T19:19,"",,,,
2021-10-19T10:31,2021-10-19T10:31,"",52,52,53,
2021-10-19T11:17,2021-10-19T11:17,"",53,52,52,
2021-10-20T10:12,2021-10-20T10:12,"",54,54,55,
2021-10-20T17:48,2021-10-20T17:48,"",52,53,51,
2021-10-20T23:03,2021-10-20T23:03,"",53,53,55,
2021-10-21T20:11,2021-10-21T20:11,"",53,53,52,
2021-10-22T10:17,2021-10-22T10:17,"",49,48,48,
2021-10-22T13:05,2021-10-22T13:05,"",51,53,52,
2021-10-22T13:46,2021-10-22T13:46,"",50,51,49,
2021-10-22T14:36,2021-10-22T14:36,"",52,53,53,
2021-10-22T18:37,2021-10-22T18:37,"",51,51,55,
2021-10-23T11:12,2021-10-23T11:12,"",,,,
2021-10-23T11:12,2021-10-23T11:12,"",51,54,55,
2021-10-24T15:34,2021-10-24T15:34,"",49,46,52,
2021-10-24T17:37,2021-10-24T17:37,"",,,,
2021-10-24T20:04,2021-10-24T20:04,"",52,54,54,
2021-10-24T20:54,2021-10-24T20:54,"",53,53,52,
2021-10-25T09:02,2021-10-25T09:02,"",53,52,54,
2021-10-25T12:55,2021-10-25T12:55,"",49,47,54,
2021-10-25T17:44,2021-10-25T17:44,"",52,53,53,
2021-10-25T22:25,2021-10-25T22:25,"",52,52,52,
2021-10-26T09:13,2021-10-26T09:13,"",51,52,53,
2021-10-27T11:31,2021-10-27T11:31,"",52,51,53,
2021-10-27T16:49,2021-10-27T16:49,"",52,52,52,
2021-10-28T09:00,2021-10-28T09:00,"",52,54,52,
2021-10-28T13:57,2021-10-28T13:57,"",52,51,52,
2021-10-28T17:27,2021-10-28T17:27,"",52,52,53,
2021-10-29T09:55,2021-10-29T09:55,"",51,52,52,
2021-10-30T16:53,2021-10-30T16:53,"",53,53,55,
2021-10-31T18:20,2021-10-31T18:20,"",51,52,54,
2021-11-01T11:32,2021-11-01T11:32,"",,,,
2021-11-01T11:32,2021-11-01T11:32,"",52,53,52,
2021-11-01T15:49,2021-11-01T15:49,"",51,52,52,
2021-11-02T10:24,2021-11-02T10:24,"",49,47,51,
2021-11-02T11:12,2021-11-02T11:12,"",54,52,54,
2021-11-02T17:02,2021-11-02T17:02,"",48,46,45,
2021-11-03T11:17,2021-11-03T11:17,"",49,48,47,
2021-11-03T12:04,2021-11-03T12:04,"",51,52,52,
2021-11-04T09:01,2021-11-04T09:01,"",52,52,48,
2021-11-04T14:09,2021-11-04T14:09,"",52,53,52,
2021-11-04T16:12,2021-11-04T16:12,"",48,52,52,
2021-11-04T23:00,2021-11-04T23:00,"",53,53,52,
2021-11-05T10:04,2021-11-05T10:04,"",51,54,54,
2021-11-05T10:43,2021-11-05T10:43,"",51,52,53,
2021-11-05T15:38,2021-11-05T15:38,"",48,48,49,
2021-11-05T18:36,2021-11-05T18:36,"",51,52,52,
2021-11-06T12:08,2021-11-06T12:08,"",,,,
2021-11-07T13:42,2021-11-07T13:42,"",52,53,54,
2021-11-07T17:42,2021-11-07T17:42,"",54,52,53,
2021-11-08T13:27,2021-11-08T13:27,"",52,52,53,
2021-11-08T15:42,2021-11-08T15:42,"",51,52,52,
2021-11-09T09:41,2021-11-09T09:41,"",51,52,52,
2021-11-09T10:43,2021-11-09T10:43,"",52,52,51,
2021-11-09T11:47,2021-11-09T11:47,"",51,51,52,
2021-11-09T18:42,2021-11-09T18:42,"",45,43,48,
2021-11-10T11:24,2021-11-10T11:24,"",52,54,53,
2021-11-10T14:14,2021-11-10T14:14,"",51,53,51,
2021-11-10T21:10,2021-11-10T21:10,"",51,50,52,
2021-11-11T09:01,2021-11-11T09:01,"",55,51,53,
2021-11-11T15:01,2021-11-11T15:01,"",54,52,53,
2021-11-12T14:14,2021-11-12T14:14,"",53,53,54,
2021-11-12T14:36,2021-11-12T14:36,"",52,52,53,
2021-11-12T18:51,2021-11-12T18:51,"",54,55,54,
2021-11-13T12:26,2021-11-13T12:26,"",52,52,53,
2021-11-14T12:38,2021-11-14T12:38,"",52,52,53,
2021-11-14T12:41,2021-11-14T12:41,"",,,,
2021-11-14T13:53,2021-11-14T13:53,"",53,53,52,
2021-11-15T09:31,2021-11-15T09:31,"",49,49,52,
2021-11-15T11:09,2021-11-15T11:09,"",52,54,54,
2021-11-15T17:40,2021-11-15T17:40,"",51,52,53,
2021-11-15T20:39,2021-11-15T20:39,"",53,53,54,
2021-11-16T10:48,2021-11-16T10:48,"",52,53,56,
2021-11-16T12:41,2021-11-16T12:41,"",51,52,54,
2021-11-16T15:28,2021-11-16T15:28,"",55,54,55,
2021-11-16T19:17,2021-11-16T19:17,"",53,49,52,
2021-11-17T09:08,2021-11-17T09:08,"",52,52,54,
2021-11-17T10:59,2021-11-17T10:59,"",52,53,52,
2021-11-17T17:30,2021-11-17T17:30,"",55,52,54,
2021-11-18T13:01,2021-11-18T13:01,"",51,54,52,
2021-11-18T19:31,2021-11-18T19:31,"",52,50,53,
2021-11-19T09:12,2021-11-19T09:12,"",53,53,54,
2021-11-19T11:33,2021-11-19T11:33,"",49,48,48,
2021-11-19T15:02,2021-11-19T15:02,"",51,49,51,
2021-11-19T17:02,2021-11-19T17:02,"",53,52,53,
2021-11-19T18:17,2021-11-19T18:17,"",52,53,53,
2021-11-20T10:33,2021-11-20T10:33,"",52,51,53,
2021-11-21T13:56,2021-11-21T13:56,"",53,54,52,
2021-11-22T09:58,2021-11-22T09:58,"",51,53,54,
2021-11-22T13:01,2021-11-22T13:01,"",48,47,53,
2021-11-22T17:58,2021-11-22T17:58,"",45,44,48,
2021-11-22T18:14,2021-11-22T18:14,"",,,,
2021-11-23T09:32,2021-11-23T09:32,"",,,,
2021-11-23T09:32,2021-11-23T09:32,"",52,52,52,
2021-11-23T10:14,2021-11-23T10:14,"",52,53,52,
2021-11-23T15:28,2021-11-23T15:28,"",51,52,52,
2021-11-23T18:43,2021-11-23T18:43,"",,,,
2021-11-24T09:12,2021-11-24T09:12,"",51,53,52,
2021-11-24T10:13,2021-11-24T10:13,"",48,48,50,
2021-11-24T12:58,2021-11-24T12:58,"",48,48,50,
2021-11-24T14:28,2021-11-24T14:28,"",51,52,52,
2021-11-24T15:51,2021-11-24T15:51,"",52,51,53,
2021-11-24T18:06,2021-11-24T18:06,"",54,52,52,
2021-11-25T11:34,2021-11-25T11:34,"",49,51,52,
2021-11-25T11:52,2021-11-25T11:52,"",52,53,53,
2021-11-25T14:10,2021-11-25T14:10,"",51,52,52,
2021-11-25T17:07,2021-11-25T17:07,"",47,47,48,
2021-11-26T09:39,2021-11-26T09:39,"",,,,
2021-11-26T09:39,2021-11-26T09:39,"",52,52,53,
2021-11-26T13:50,2021-11-26T13:50,"",49,48,54,
2021-11-26T15:51,2021-11-26T15:51,"",51,52,53,
2021-11-26T17:51,2021-11-26T17:51,"",52,52,53,
2021-11-28T09:17,2021-11-28T09:17,"",52,52,54,
2021-11-28T11:21,2021-11-28T11:21,"",53,51,54,
2021-11-28T16:32,2021-11-28T16:32,"",49,48,48,
2021-11-29T09:11,2021-11-29T09:11,"",48,47,50,
2021-11-29T11:38,2021-11-29T11:38,"",48,46,51,
2021-11-29T18:20,2021-11-29T18:20,"",51,52,53,
2021-11-30T15:53,2021-11-30T15:53,"",49,46,51,
2021-11-30T19:25,2021-11-30T19:25,"",53,55,54,
2021-12-01T10:55,2021-12-01T10:55,"",52,54,53,
2021-12-01T14:11,2021-12-01T14:11,"",49,48,51,
2021-12-01T18:42,2021-12-01T18:42,"",53,52,53,
2021-12-02T09:55,2021-12-02T09:55,"",,,,
2021-12-02T09:55,2021-12-02T09:55,"",51,52,51,
2021-12-02T10:41,2021-12-02T10:41,"",52,54,54,
2021-12-02T18:47,2021-12-02T18:47,"",51,49,49,
2021-12-03T09:54,2021-12-03T09:54,"",49,48,52,
2021-12-03T10:43,2021-12-03T10:43,"",52,52,54,
2021-12-03T17:29,2021-12-03T17:29,"",48,47,48,
2021-12-04T18:58,2021-12-04T18:58,"",51,51,52,
2021-12-05T11:43,2021-12-05T11:43,"",52,49,52,
2021-12-05T11:49,2021-12-05T11:49,"",,,,
2021-12-05T20:19,2021-12-05T20:19,"",51,49,52,
2021-12-06T11:51,2021-12-06T11:51,"",51,52,52,
2021-12-06T15:51,2021-12-06T15:51,"",50,50,50,
2021-12-07T09:11,2021-12-07T09:11,"",51,51,53,
2021-12-07T11:55,2021-12-07T11:55,"",52,53,53,
2021-12-07T16:40,2021-12-07T16:40,"",53,54,52,
2021-12-07T16:55,2021-12-07T16:55,"",54,53,54,
2021-12-07T17:57,2021-12-07T17:57,"",52,52,54,
2021-12-08T16:28,2021-12-08T16:28,"",48,49,48,
2021-12-09T11:44,2021-12-09T11:44,"",48,47,50,
2021-12-09T18:43,2021-12-09T18:43,"",49,48,51,
2021-12-10T10:13,2021-12-10T10:13,"",49,50,51,
2021-12-10T13:48,2021-12-10T13:48,"",47,48,47,
2021-12-10T19:44,2021-12-10T19:44,"",50,51,51,
2021-12-11T12:44,2021-12-11T12:44,"",53,52,52,
2021-12-12T13:02,2021-12-12T13:02,"",51,51,52,
2021-12-12T15:48,2021-12-12T15:48,"",48,47,48,
2021-12-13T09:03,2021-12-13T09:03,"",55,53,50,
2021-12-13T11:39,2021-12-13T11:39,"",51,51,49,
2021-12-15T13:59,2021-12-15T13:59,"",51,51,52,
2021-12-16T15:14,2021-12-16T15:14,"",47,44,46,
2021-12-17T19:16,2021-12-17T19:16,"",52,49,51,
2021-12-18T17:01,2021-12-18T17:01,"",53,53,54,
2021-12-18T17:47,2021-12-18T17:47,"",51,52,52,
2022-03-30T10:28,2022-03-30T10:28,"",52,51,48,
2022-03-30T18:43,2022-03-30T18:43,"",52,53,49,
2022-03-30T19:29,2022-03-30T19:29,"",51,53,52,
2022-03-31T18:05,2022-03-31T18:05,"",52,51,51,
2022-04-02T09:16,2022-04-02T09:16,"",53,52,53,
2022-04-03T11:04,2022-04-03T11:04,"",52,51,53,
2022-04-04T16:33,2022-04-04T16:33,"",52,51,51,
2022-04-05T09:59,2022-04-05T09:59,"",52,51,53,
2022-04-05T13:29,2022-04-05T13:29,"",51,50,49,
2022-04-05T19:50,2022-04-05T19:50,"",50,49,52,
2022-04-06T09:01,2022-04-06T09:01,"",51,48,48,
2022-04-06T11:56,2022-04-06T11:56,"",,,,
2022-04-07T10:55,2022-04-07T10:55,"",52,51,54,
2022-04-07T20:44,2022-04-07T20:44,"",52,51,53,
2022-04-09T13:45,2022-04-09T13:45,"",49,51,53,
2022-04-09T17:19,2022-04-09T17:19,"",48,51,51,
2022-04-10T11:30,2022-04-10T11:30,"",48,48,48,
2022-04-10T18:06,2022-04-10T18:06,"",51,52,52,
2022-04-14T13:37,2022-04-14T13:37,"",52,54,53,
2022-04-14T13:53,2022-04-14T13:53,"",,,,
2022-04-17T15:15,2022-04-17T15:15,"",51,54,53,
2022-04-20T14:15,2022-04-20T14:15,"",49,46,48,
2022-04-21T11:31,2022-04-21T11:31,"",51,52,53,
2022-04-24T09:01,2022-04-24T09:01,"",52,52,53,
2022-04-25T20:30,2022-04-25T20:30,"",,,,
2022-04-29T15:19,2022-04-29T15:19,"",51,51,51,
2022-04-30T10:31,2022-04-30T10:31,"",53,52,52,
2022-05-01T09:22,2022-05-01T09:22,"",52,50,52,
2022-05-02T11:28,2022-05-02T11:28,"",53,53,52,
2022-05-03T12:01,2022-05-03T12:01,"",52,53,53,
2022-05-03T12:16,2022-05-03T12:16,"",,,,
2022-05-10T14:20,2022-05-10T14:20,"",51,52,53,
2022-05-17T19:12,2022-05-17T19:12,"",51,51,52,
2022-05-18T08:27,2022-05-18T08:27,"",53,52,53,
2022-05-20T10:18,2022-05-20T10:18,"",52,51,48,
2022-06-02T12:22,2022-06-02T12:22,"",52,52,53,
2022-06-02T14:25,2022-06-02T14:25,"",54,53,53,
2022-06-06T11:59,2022-06-06T11:59,"",51,49,49,
2022-06-08T16:58,2022-06-08T16:58,"",51,52,52,
2022-06-08T17:43,2022-06-08T17:43,"",52,51,52,
2022-06-09T08:47,2022-06-09T08:47,"",49,48,48,
2022-06-09T10:02,2022-06-09T10:02,"",51,52,51,
2022-06-11T08:13,2022-06-11T08:13,"",51,50,47,
2022-06-13T17:42,2022-06-13T17:42,"",52,53,52,
2022-06-15T10:57,2022-06-15T10:57,"",52,52,52,
2022-06-17T12:38,2022-06-17T12:38,"",51,52,51,
2022-06-17T13:23,2022-06-17T13:23,"",51,52,52,
2022-06-24T15:36,2022-06-24T15:36,"",52,53,53,
2022-06-26T11:51,2022-06-26T11:51,"",52,53,52,
2022-06-26T16:36,2022-06-26T16:36,"",52,48,53,
2022-07-03T10:17,2022-07-03T10:17,"",53,52,51,
2022-07-03T12:02,2022-07-03T12:02,"",51,53,52,
2022-07-03T12:05,2022-07-03T12:05,"",51,50,50,
2022-07-03T12:07,2022-07-03T12:07,"Mindfulness",51,51,52,
2022-07-03T12:07,2022-07-03T12:07,"Nothing",51,52,51,
2022-07-03T12:08,2022-07-03T12:08,"Nothing",52,53,51,
2022-07-03T12:22,2022-07-03T12:22,"Mindfulness",52,52,53,
2022-07-04T09:48,2022-07-04T09:48,"Nothing",49,47,47,
2022-07-06T12:04,2022-07-06T12:04,"Mindfulness",51,49,49,
2022-07-06T15:49,2022-07-06T15:49,"Nothing",51,49,50,
2022-07-06T17:04,2022-07-06T17:04,"Mindfulness",51,51,51,
2022-07-06T22:34,2022-07-06T22:34,"Nothing",53,54,55,46
2022-10-27T17:36,2022-10-27T17:36,"",,,,
2022-10-27T18:51,2022-10-27T18:51,"",52,53,51,45
2022-10-27T18:52,2022-10-27T18:52,"",52,49,50,47
2022-10-27T18:53,2022-10-27T18:53,"Mindfulness",51,51,52,49
2022-10-27T19:37,2022-10-27T19:38,"Mindfulness",53,51,49,51
2022-10-27T19:38,2022-10-27T19:38,"Mindfulness",53,51,49,51
2022-10-27T21:52,2022-10-27T21:52,"Mindfulness",54,55,53,53
2022-10-28T11:52,2022-10-28T11:53,"Mindfulness",53,52,49,53
2022-10-28T11:53,2022-10-28T11:53,"Mindfulness",53,52,49,53
2022-10-28T15:22,2022-10-28T15:22,"",,,,
2022-10-28T16:07,2022-10-28T16:13,"Mindfulness",51,52,48,47
2022-10-28T16:13,2022-10-28T16:13,"Mindfulness",51,52,48,47
2022-10-28T18:37,2022-10-28T18:38,"Mindfulness",52,49,47,52
2022-10-28T18:38,2022-10-28T18:38,"Mindfulness",52,49,47,52
2022-10-31T10:07,2022-10-31T10:08,"Mindfulness",51,52,46,52
2022-10-31T10:08,2022-10-31T10:08,"Mindfulness",51,52,46,52
2022-10-31T21:23,2022-10-31T21:23,"Mindfulness",54,55,54,53
2022-11-01T11:10,2022-11-01T11:10,"Mindfulness",53,54,55,48
2022-11-02T18:10,2022-11-02T18:10,"",,,,
2022-11-02T20:40,2022-11-02T20:44,"",,,,
2022-11-02T20:44,2022-11-02T20:44,"",,,,
2022-11-07T10:06,2022-11-07T10:09,"Mindfulness",51,52,54,51
2022-11-07T10:09,2022-11-07T10:09,"Mindfulness",51,52,54,51
2022-11-07T11:50,2022-11-07T11:50,"Mindfulness",49,47,50,51
2022-11-07T16:20,2022-11-07T16:20,"Mindfulness",53,55,52,48
2022-11-10T15:44,2022-11-10T15:44,"Mindfulness",54,55,53,49
2022-11-11T11:50,2022-11-11T11:50,"Nothing",49,48,50,50
2022-11-13T16:48,2022-11-13T16:48,"Mindfulness",53,51,49,46
2022-11-17T13:32,2022-11-17T13:35,"Mindfulness",53,54,48,46
2022-11-17T13:35,2022-11-17T13:35,"Mindfulness",53,54,48,46
2022-11-17T22:32,2022-11-17T22:32,"Nothing",53,53,52,44
2022-11-18T12:48,2022-11-18T12:49,"Mindfulness",54,53,52,47
2022-11-18T12:49,2022-11-18T12:49,"Mindfulness",54,53,52,47
2022-11-19T20:30,2022-11-19T20:30,"Nothing",53,54,52,46
2022-11-21T22:14,2022-11-21T22:19,"Mindfulness",55,53,51,52
2022-11-21T22:19,2022-11-21T22:19,"Mindfulness",55,53,51,52
2022-11-23T13:18,2022-11-23T13:19,"Nothing",53,52,50,48
2022-11-23T13:19,2022-11-23T13:19,"Nothing",53,52,50,48
2022-11-23T19:19,2022-11-23T19:19,"Mindfulness",48,51,50,50
2022-11-25T17:01,2022-11-25T17:02,"Nothing",52,55,45,51
2022-11-25T17:02,2022-11-25T17:02,"Nothing",52,55,45,51
2022-11-26T12:12,2022-11-26T12:12,"Nothing",54,55,53,49
2022-11-28T12:42,2022-11-28T12:42,"Nothing",53,53,51,50
2022-11-28T14:42,2022-11-28T14:42,"Nothing",51,50,49,52
2022-11-28T17:12,2022-11-28T17:13,"Nothing",48,46,54,47
2022-11-28T17:13,2022-11-28T17:13,"Nothing",48,46,54,47
2022-12-02T10:16,2022-12-02T10:16,"Mindfulness",46,43,46,46
2022-12-02T13:01,2022-12-02T13:03,"Nothing",51,51,50,44
2022-12-02T13:03,2022-12-02T13:03,"Nothing",51,51,50,44
2022-12-02T20:49,2022-12-02T20:49,"Nothing",53,55,53,47
2022-12-03T11:56,2022-12-03T11:58,"Mindfulness",54,52,49,51
2022-12-03T11:58,2022-12-03T11:58,"Mindfulness",54,52,49,51
2022-12-03T14:11,2022-12-03T14:12,"",,,,
2022-12-03T14:12,2022-12-03T14:12,"",,,,
2022-12-03T16:49,2022-12-03T16:49,"",,,,
2022-12-03T19:04,2022-12-03T19:04,"Mindfulness",49,48,49,51
2022-12-03T21:49,2022-12-03T21:49,"",,,,
2022-12-07T21:14,2022-12-07T21:14,"",,,,
2022-12-10T22:56,2022-12-10T22:56,"Mindfulness",53,53,51,45
2022-12-12T13:45,2022-12-12T13:48,"Mindfulness",48,47,50,48
2022-12-12T13:48,2022-12-12T13:48,"Mindfulness",48,47,50,48
2022-12-12T14:41,2022-12-12T14:43,"Nothing",50,49,48,46
2022-12-12T14:43,2022-12-12T14:43,"Nothing",50,49,48,46
2022-12-13T11:46,2022-12-13T11:46,"Nothing",52,48,52,50
2022-12-13T13:46,2022-12-13T13:46,"Nothing",54,54,52,53
2022-12-14T16:54,2022-12-14T16:54,"",,,,
2022-12-19T11:47,2022-12-19T11:49,"Mindfulness",48,47,53,46
2022-12-19T11:49,2022-12-19T11:49,"Mindfulness",48,47,53,46
2022-12-19T14:32,2022-12-19T14:33,"Nothing",51,52,47,45
2022-12-19T14:33,2022-12-19T14:33,"Nothing",51,52,47,45
2022-12-19T19:47,2022-12-19T19:48,"Nothing",49,52,52,46
2022-12-19T19:48,2022-12-19T19:48,"Nothing",49,52,52,46
2022-12-20T11:33,2022-12-20T11:33,"Mindfulness",51,49,50,46
2022-12-20T14:48,2022-12-20T14:54,"Mindfulness",51,52,47,46
2022-12-20T14:54,2022-12-20T14:54,"Mindfulness",51,52,47,46
2022-12-21T10:25,2022-12-21T10:25,"Nothing",42,41,46,44
2022-12-21T18:43,2022-12-21T18:43,"Nothing",49,47,52,46
2022-12-26T12:51,2022-12-26T12:51,"",,,,
2022-12-26T13:36,2022-12-26T13:36,"",,,,
2022-12-26T19:05,2022-12-26T19:07,"Nothing",54,51,50,44
2022-12-26T19:07,2022-12-26T19:07,"Nothing",54,51,50,44
2022-12-27T18:40,2022-12-27T18:44,"Nothing",48,48,49,45
2022-12-27T18:44,2022-12-27T18:44,"Nothing",48,48,49,45
2022-12-27T21:10,2022-12-27T21:14,"Mindfulness",51,51,52,45
2022-12-27T21:14,2022-12-27T21:14,"Mindfulness",51,51,52,45
2022-12-31T14:11,2022-12-31T14:11,"Nothing",48,45,47,44
2022-12-31T17:56,2022-12-31T17:56,"",,,,
2023-01-01T19:58,2023-01-01T19:58,"Nothing",45,45,47,43
2023-01-02T20:44,2023-01-02T20:44,"",,,,
2023-01-03T18:36,2023-01-03T18:36,"",,,,
2023-01-04T13:17,2023-01-04T13:17,"Mindfulness",54,53,50,43
2023-01-04T14:02,2023-01-04T14:02,"Mindfulness",53,54,51,51
2023-01-04T21:47,2023-01-04T21:47,"Nothing",47,46,51,47
2023-01-05T11:17,2023-01-05T11:22,"Nothing",48,47,47,48
2023-01-05T11:22,2023-01-05T11:22,"Nothing",48,47,47,48
2023-01-05T11:47,2023-01-05T11:49,"",,,,
2023-01-05T11:49,2023-01-05T11:49,"",,,,
2023-01-05T16:02,2023-01-05T16:02,"Nothing",48,47,48,47
2023-01-05T16:47,2023-01-05T16:47,"Mindfulness",51,52,49,47
2023-01-06T13:03,2023-01-06T13:03,"Mindfulness",49,49,51,52
2023-01-06T19:48,2023-01-06T19:48,"Nothing",47,48,46,44
2023-01-06T21:33,2023-01-06T21:34,"Mindfulness",50,49,51,45
2023-01-06T21:34,2023-01-06T21:34,"Mindfulness",50,49,51,45
2023-01-06T23:03,2023-01-06T23:03,"",,,,
2023-01-07T11:04,2023-01-07T11:04,"Nothing",50,52,48,47
2023-01-08T10:37,2023-01-08T10:39,"Mindfulness",53,52,53,50
2023-01-08T10:39,2023-01-08T10:39,"Mindfulness",53,52,53,50
2023-01-08T11:37,2023-01-08T11:37,"Mindfulness",48,48,48,49
2023-01-08T22:14,2023-01-08T22:15,"Nothing",49,47,46,45
2023-01-08T22:15,2023-01-08T22:15,"Nothing",49,47,46,45
2023-01-09T11:27,2023-01-09T11:27,"Mindfulness",53,52,52,42
2023-01-10T09:41,2023-01-10T09:43,"Nothing",50,50,51,55
2023-01-10T09:43,2023-01-10T09:43,"Nothing",50,50,51,55
2023-01-13T09:20,2023-01-13T09:22,"Mindfulness",51,52,50,49
2023-01-13T09:22,2023-01-13T09:22,"Mindfulness",51,52,50,49
2023-01-19T13:20,2023-01-19T13:20,"Mindfulness",52,52,48,47
2023-01-19T19:50,2023-01-19T19:51,"Nothing",51,51,52,48
2023-01-19T19:51,2023-01-19T19:51,"Nothing",51,51,52,48
2023-01-19T22:30,2023-01-19T22:30,"",,,,
2023-01-19T22:30,2023-01-19T22:30,"Mindfulness",52,53,51,48
2023-01-20T15:55,2023-01-20T15:55,"Mindfulness",52,48,51,49
2023-01-21T16:21,2023-01-21T16:24,"Nothing",51,51,52,44
2023-01-21T16:24,2023-01-21T16:24,"Nothing",51,51,52,44
2023-01-24T21:21,2023-01-24T21:21,"Mindfulness",49,55,49,50
2023-01-26T19:53,2023-01-26T19:53,"Mindfulness",48,46,47,46
2023-01-28T21:04,2023-01-28T21:09,"Nothing",55,53,53,48
2023-01-28T21:09,2023-01-28T21:09,"Nothing",55,53,53,48
2023-01-30T17:24,2023-01-30T17:24,"Nothing",49,48,51,45
2023-02-01T19:24,2023-02-01T19:25,"Mindfulness",53,52,51,46
2023-02-01T19:25,2023-02-01T19:25,"Mindfulness",53,52,51,46
2023-02-03T15:20,2023-02-03T15:20,"Mindfulness",52,48,48,44
2023-02-08T15:11,2023-02-08T15:12,"Mindfulness",52,54,50,49
2023-02-08T15:12,2023-02-08T15:12,"Mindfulness",52,54,50,49
2023-02-10T10:22,2023-02-10T10:23,"Nothing",50,49,49,48
2023-02-10T10:23,2023-02-10T10:23,"Nothing",50,49,49,48
2023-02-10T13:52,2023-02-10T13:52,"Mindfulness",47,46,47,50
2023-02-10T19:43,2023-02-10T19:46,"Nothing",48,47,49,46
2023-02-10T19:46,2023-02-10T19:46,"Nothing",48,47,49,46
2023-02-11T13:59,2023-02-11T14:00,"Mindfulness",50,50,48,51
2023-02-11T14:00,2023-02-11T14:00,"Mindfulness",50,50,48,51
2023-02-12T17:19,2023-02-12T17:22,"",,,,
2023-02-12T17:22,2023-02-12T17:22,"",,,,
2023-02-13T12:04,2023-02-13T12:04,"Nothing",49,49,52,44
2023-02-14T14:30,2023-02-14T14:30,"Nothing",52,53,50,48
2023-02-14T17:45,2023-02-14T17:45,"Nothing",51,52,48,45
2023-02-15T20:51,2023-02-15T20:51,"",,,,
2023-02-16T16:55,2023-02-16T16:55,"Mindfulness",49,46,44,48
2023-02-17T11:39,2023-02-17T11:39,"Mindfulness",52,51,51,47
2023-02-23T13:44,2023-02-23T13:44,"",,,,
2023-02-27T16:38,2023-02-27T16:38,"Nothing",54,52,49,48
2023-03-02T15:41,2023-03-02T15:41,"",,,,
2023-03-05T14:06,2023-03-05T14:06,"Mindfulness",53,53,52,44
2023-03-06T13:28,2023-03-06T13:28,"Nothing",54,53,48,46
2023-03-07T17:13,2023-03-07T17:13,"Mindfulness",51,50,52,44
2023-03-07T17:43,2023-03-07T17:43,"",,,,
2023-03-07T19:28,2023-03-07T19:28,"Mindfulness",63,56,39,34
2023-03-07T20:44,2023-03-07T20:44,"Nothing",59,60,62,41
2023-03-07T22:29,2023-03-07T22:29,"",,,,
2023-03-08T13:06,2023-03-08T13:07,"",,,,
2023-03-08T13:07,2023-03-08T13:07,"",,,,
2023-03-08T13:51,2023-03-08T13:52,"",,,,
2023-03-08T13:52,2023-03-08T13:52,"",,,,
2023-03-08T15:37,2023-03-08T15:37,"Nothing",52,48,46,44
2023-03-10T15:32,2023-03-10T15:32,"Mindfulness",45,46,46,46
2023-03-10T16:47,2023-03-10T16:47,"",,,,
2023-03-11T18:34,2023-03-11T18:35,"Nothing",52,48,49,45
2023-03-11T18:35,2023-03-11T18:35,"Nothing",52,48,49,45
2023-03-15T14:29,2023-03-15T14:29,"",,,,
2023-03-18T12:15,2023-03-18T12:15,"",,,,
2023-03-18T14:30,2023-03-18T14:31,"Nothing",51,49,47,45
2023-03-18T14:31,2023-03-18T14:31,"Nothing",51,49,47,45
2023-03-19T22:04,2023-03-19T22:06,"Nothing",53,51,48,45
2023-03-19T22:06,2023-03-19T22:06,"Nothing",53,51,48,45
2023-03-20T21:36,2023-03-20T21:36,"Nothing",52,53,51,46
2023-03-23T20:20,2023-03-23T20:20,"Mindfulness",51,51,52,47
2023-03-24T16:15,2023-03-24T16:15,"Nothing",53,50,52,45
2023-03-24T18:30,2023-03-24T18:30,"Mindfulness",54,52,52,45
2023-03-24T20:00,2023-03-24T20:00,"Mindfulness",53,52,49,43
2023-03-24T20:45,2023-03-24T20:45,"",,,,
2023-03-26T21:28,2023-03-26T21:28,"Nothing",46,46,48,44
2023-03-29T13:53,2023-03-29T13:59,"Mindfulness",50,53,46,45
2023-03-29T13:59,2023-03-29T13:59,"Mindfulness",50,53,46,45
2023-03-30T22:55,2023-03-30T22:55,"Mindfulness",52,53,52,45
2023-03-31T10:12,2023-03-31T10:12,"Mindfulness",55,56,54,47
2023-03-31T10:57,2023-03-31T10:57,"Nothing",52,53,53,47
2023-03-31T14:57,2023-03-31T14:57,"Mindfulness",51,52,53,45
2023-04-02T21:08,2023-04-02T21:08,"Nothing",52,53,51,46
2023-04-03T13:36,2023-04-03T13:37,"Nothing",52,51,50,45
2023-04-03T13:37,2023-04-03T13:37,"Nothing",52,51,50,45
2023-04-03T15:21,2023-04-03T15:21,"Nothing",52,53,53,45
2023-04-03T22:21,2023-04-03T22:21,"Nothing",54,53,52,45
2023-04-03T22:51,2023-04-03T22:51,"Mindfulness",52,52,51,46
2023-04-04T12:36,2023-04-04T12:36,"Nothing",51,52,49,44
2023-04-04T13:06,2023-04-04T13:06,"Nothing",50,48,47,45
2023-04-04T14:06,2023-04-04T14:06,"Mindfulness",52,52,47,45
2023-04-04T19:48,2023-04-04T19:48,"Mindfulness",52,50,51,46
2023-04-05T14:43,2023-04-05T14:43,"Mindfulness",53,53,53,45
2023-04-05T17:13,2023-04-05T17:14,"Mindfulness",53,53,51,45
